,Label,  Text,
179,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
180,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
181,ham,Lol no. U can trust me.,Lol no. U can trust me.
182,ham,ok. I am a gentleman and will treat you with dignity and respect.,ok. I am a gentleman and will treat you with dignity and respect.
183,ham,"He will, you guys close?","He will, you guys close?"
184,ham,Going on nothing great.bye,Going on nothing great.bye
185,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
186,ham,"Haha awesome, be there in a minute","Haha awesome, be there in a minute"
187,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
188,ham,Have you got Xmas radio times. If not i will get it now,Have you got Xmas radio times. If not i will get it now
189,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
190,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
191,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
192,ham,Hi :)finally i completed the course:),Hi :)finally i completed the course:)
193,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
194,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
195,ham,Gud mrng dear hav a nice day,Gud mrng dear hav a nice day
196,ham,Did u got that persons story,Did u got that persons story
197,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
198,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
199,ham,"Found it, ENC  &lt;#&gt; , where you at?","Found it, ENC  &lt;#&gt; , where you at?"
200,ham,I sent you  &lt;#&gt;  bucks,I sent you  &lt;#&gt;  bucks
201,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
202,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
203,ham,Goodmorning sleeping ga.,Goodmorning sleeping ga.
204,ham,U call me alter at 11 ok.,U call me alter at 11 ok.
205,ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
206,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
207,ham,"Aight yo, dats straight dogg","Aight yo, dats straight dogg"
208,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
209,ham,Both :) i shoot big loads so get ready!,Both :) i shoot big loads so get ready!
210,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.","What's up bruv, hope you had a great break. Do have a rewarding semester."
211,ham,Home so we can always chat,Home so we can always chat
212,ham,K:)k:)good:)study well.,K:)k:)good:)study well.
213,ham,Yup... How Ì_ noe leh...,Yup... How Ì_ noe leh...
214,ham,Sounds great! Are you home now?,Sounds great! Are you home now?
215,ham,Finally the match heading towards draw as your prediction.,Finally the match heading towards draw as your prediction.
216,ham,Tired. I haven't slept well the past few nights.,Tired. I haven't slept well the past few nights.
217,ham,Easy ah?sen got selected means its good..,Easy ah?sen got selected means its good..
218,ham,I have to take exam with march 3,I have to take exam with march 3
219,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
220,ham,Ok no prob. Take ur time.,Ok no prob. Take ur time.
221,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
222,ham,"Sorry, I'll call later","Sorry, I'll call later"
223,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
224,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
225,ham,Would really appreciate if you call me. Just need someone to talk to.,Would really appreciate if you call me. Just need someone to talk to.
226,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
227,ham,Hey company elama po mudyadhu.,Hey company elama po mudyadhu.
228,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
229,ham,Dear good morning now only i am up,Dear good morning now only i am up
230,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
231,ham,Dear we are going to our rubber place,Dear we are going to our rubber place
232,ham,"Sorry battery died, yeah I'm here","Sorry battery died, yeah I'm here"
233,ham,Yes:)here tv is always available in work place..,Yes:)here tv is always available in work place..
234,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
235,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,I have printed it oh. So  &lt;#&gt;  come upstairs
236,ham,Or ill be a little closer like at the bus stop on the same street,Or ill be a little closer like at the bus stop on the same street
237,ham,Where are you?when wil you reach here?,Where are you?when wil you reach here?
238,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
239,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
240,ham,Tomarrow final hearing on my laptop case so i cant.,Tomarrow final hearing on my laptop case so i cant.
241,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
242,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.","Okay. No no, just shining on. That was meant to be signing, but that sounds better."
243,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...","Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
244,ham,U don't remember that old commercial?,U don't remember that old commercial?
245,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,Too late. I said i have the website. I didn't i have or dont have the slippers
246,ham,I asked you to call him now ok,I asked you to call him now ok
247,ham,Kallis wont bat in 2nd innings.,Kallis wont bat in 2nd innings.
248,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
